bovine_gene	bovine_id	human_gene_id	human_transcript_id	mouse_return_gene	human_half_life	mouse_half_life	human_te	mouse_te	human_RBH	mouse_RBH	confidence_tier
GOT2	P12344	ENSG00000125166	ENST00000245206	ENSMUSG00000031672	6.49497808729048	4.14602868049221	1.22751223720513	1.44946329858032	TRUE	TRUE	1
DOK4	A4IFJ7	ENSG00000125170	ENST00000340099	ENSMUSG00000040631	-0.945590489888632	-1.55671222370363	-0.58154482819697	-0.383702432567403	TRUE	TRUE	1
TMTC4	F1MXG4	ENSG00000125247	ENST00000342624	ENSMUSG00000041594	1.94047016351601	4.42804717697497	-0.920439175414286	-0.58697106917387	TRUE	TRUE	1
ABCC4	A0AAA9T569	ENSG00000125257	ENST00000645237	ENSMUSG00000032849	1.99097697621531	0.209089691039795	-0.0353710654647887	0.131067821812799	TRUE	TRUE	1
EFNB2	F1N0M5	ENSG00000125266	ENST00000646441	ENSMUSG00000001300	-8.89488594190575	-8.02129665793764	0.333601099523809	0.37873548387073	TRUE	TRUE	1
TM9SF2	F1N672	ENSG00000125304	ENST00000376387	ENSMUSG00000025544	6.32179278588932	2.82724783502956	1.22940707325641	1.21236283312879	TRUE	TRUE	1
IRF1	A0A140T8C0	ENSG00000125347	ENST00000245414	ENSMUSG00000018899	-10.6273742359251	-9.74287458488914	0.704451653077922	0.69998125009389	TRUE	TRUE	1
UPF3B	A0AAA9SYT0	ENSG00000125351	ENST00000276201	ENSMUSG00000036572	3.63086232139325	1.51976178515866	0.708386131933333	0.433657992183559	TRUE	TRUE	1
SEPTIN6	A0A3Q1MIY9	ENSG00000125354	ENST00000394610	ENSMUSG00000050379	6.54990672876735	5.96552724419617	0.678941108186667	0.656839174183907	TRUE	TRUE	1
FAM193A	A0A3Q1MAM6	ENSG00000125386	ENST00000637812	ENSMUSG00000037210	-5.67480786408649	-4.70880037947218	-0.615110519986111	-0.134814349676004	TRUE	TRUE	1
SOX9	A0A3Q1MN22	ENSG00000125398	ENST00000245479	ENSMUSG00000000567	-12.9390772831217	-6.86210471513962	1.1000683382623	1.69598105121518	TRUE	TRUE	1
SLC25A35	A5D7S5	ENSG00000125434	ENST00000577745	ENSMUSG00000018740	1.84262220395453	3.49006834087575	0.396989325738461	0.815474762525713	TRUE	TRUE	1
MRPS7	Q3T040	ENSG00000125445	ENST00000245539	ENSMUSG00000046756	3.97114766606448	0.0642382999704509	0.835513243935897	0.360567487118137	TRUE	TRUE	1
SLC25A19	Q29RM1	ENSG00000125454	ENST00000416858	ENSMUSG00000071253	-3.86175000387067	0.868098470055737	-0.428941143589041	-0.121391353951482	TRUE	TRUE	1
MIF4GD	Q3ZC21	ENSG00000125457	ENST00000325102	ENSMUSG00000020743	3.78076770881617	0.277442194712608	0.326874347486842	0.203324927983448	TRUE	TRUE	1
NT5C	G3X6X2	ENSG00000125458	ENST00000245552	ENSMUSG00000032615	3.49519467095627	-0.983511982727219	0.530636339973684	0.0713315724964956	TRUE	TRUE	1
GTF3C4	A0A3Q1NNF6	ENSG00000125484	ENST00000372146	ENSMUSG00000035666	-7.87530097952099	-6.97929794745583	0.319370556986486	0.206227734304938	TRUE	TRUE	1
DDX31	A0AAA9RRF7	ENSG00000125485	ENST00000372159	ENSMUSG00000026806	-4.4714916882178	-4.0324735367709	-9.3699459459459e-4	0.0703488519327219	TRUE	TRUE	1
PPP1R12C	A0A3Q1LWP2	ENSG00000125503	ENST00000263433	ENSMUSG00000019254	4.08758124150787	1.11411765239754	-1.142017987625	-0.80126919881716	TRUE	TRUE	1
MBOAT7	A0AAF7A0B6	ENSG00000125505	ENST00000245615	ENSMUSG00000035596	7.47837337004422	2.35326871922517	0.710763617805195	0.726619079130912	TRUE	TRUE	1
INSIG2	E1BP19	ENSG00000125629	ENST00000245787	ENSMUSG00000003721	-2.52115613090133	1.30422167689491	0.490729983293333	0.0538239157291021	TRUE	TRUE	1
POLR1B	A0AAF6DM82	ENSG00000125630	ENST00000263331	ENSMUSG00000027395	-5.40014023806699	-2.33293365942085	0.0676766991578947	0.287441355128515	TRUE	TRUE	1
CCDC93	A4IFE0	ENSG00000125633	ENST00000376300	ENSMUSG00000026339	-2.59673009120776	-1.17429709576945	0.348219317410959	0.374602943128983	TRUE	TRUE	1
SLC25A23	A0A3Q1MLH1	ENSG00000125648	ENST00000301454	ENSMUSG00000046329	9.15122119904066	8.34043473994896	-1.73267420620896	-1.02172753895697	TRUE	TRUE	1
CLPP	Q2KHU4	ENSG00000125656	ENST00000245816	ENSMUSG00000002660	6.13487060149678	1.922973718309	0.484977263448718	0.576299764909942	TRUE	TRUE	1
THOC2	F1N153	ENSG00000125676	ENST00000245838	ENSMUSG00000037475	2.81302511445801	1.34118952654039	0.233100573405405	0.162055957017149	TRUE	TRUE	1
MED1	E1B7Q6	ENSG00000125686	ENST00000300651	ENSMUSG00000018160	-2.70927542564372	-1.99459108055032	-0.309846445493151	-0.15856031308083	TRUE	TRUE	1
ATG4C	F1MJ23	ENSG00000125703	ENST00000317868	ENSMUSG00000028550	0.751368646668267	-0.852656046283591	-0.0301977072676056	0.00228504902688975	TRUE	TRUE	1
C3	Q2UVX4	ENSG00000125730	ENST00000245907	ENSMUSG00000073418	13.8790671983148	3.08433879054402	0.400992724925926	0.729006267403349	TRUE	TRUE	1
SH2D3A	A0A3Q1LNJ6	ENSG00000125731	ENST00000245908	ENSMUSG00000028121	0.327710834002346	-8.40298575164776	-0.608609745644444	-0.107072236306733	TRUE	TRUE	1
TRIP10	A2VDU0	ENSG00000125733	ENST00000313244	ENSMUSG00000019487	-1.08091811017637	-2.42548661907019	0.0538876374931507	0.16357081208668	TRUE	TRUE	1
GPR108	Q148L1	ENSG00000125734	ENST00000264080	ENSMUSG00000000194	9.60950566060742	0.641818172482762	-0.243940675513513	0.549611210095924	TRUE	TRUE	1
RTN2	Q0P586	ENSG00000125744	ENST00000245923	ENSMUSG00000030401	5.35881397984007	1.76714170803479	0.144217533914286	-0.616135614824903	TRUE	TRUE	1
EML2	E1BB08	ENSG00000125746	ENST00000245925	ENSMUSG00000040811	4.40432068241049	3.76589646260152	0.0473949330810811	0.389779812122596	TRUE	TRUE	1
VASP	Q2TA49	ENSG00000125753	ENST00000245932	ENSMUSG00000030403	2.08107262587071	1.4245627871896	0.496707879525641	0.36769588419543	TRUE	TRUE	1
SYMPK	E1BJF6	ENSG00000125755	ENST00000245934	ENSMUSG00000023118	3.85845000327472	5.67956161159005	0.0191387832105263	0.229901830053822	TRUE	TRUE	1
GPCPD1	A0A3Q1N041	ENSG00000125772	ENST00000379019	ENSMUSG00000027346	-0.0361099091866203	-0.366614203075359	-0.342778548356164	0.198668526702375	TRUE	TRUE	1
GZF1	A0ABI0NYU0	ENSG00000125812	ENST00000338121	ENSMUSG00000027439	-9.41931629415919	-5.85911318177031	-0.0623039221805555	-0.0528587545009677	TRUE	TRUE	1
NAPB	P81126	ENSG00000125814	ENST00000377026	ENSMUSG00000027438	-1.00130293383565	0.112635781759829	0.00367303304347826	0.324787110973173	TRUE	TRUE	1
CENPB	A0AAA9U1G6	ENSG00000125817	ENST00000379751	ENSMUSG00000068267	-3.16548010452716	-0.366460960060142	-0.671851406013333	-1.40792741508814	TRUE	TRUE	1
PSMF1	Q3SX30	ENSG00000125818	ENST00000335877	ENSMUSG00000032869	4.15957736868216	2.59980869228452	1.04298637126923	1.02562934010782	TRUE	TRUE	1
RBCK1	F6RR50	ENSG00000125826	ENST00000356286	ENSMUSG00000027466	3.19871178153124	5.34693298946725	-0.864009661260274	-0.879040974658251	TRUE	TRUE	1
TMX4	A6H732	ENSG00000125827	ENST00000246024	ENSMUSG00000034723	3.03823059115242	-1.78017711566747	0.595758533794872	0.99439707453229	TRUE	TRUE	1
STK35	F1MUU2	ENSG00000125834	ENST00000381482	ENSMUSG00000037885	-5.96095512506022	-6.33380415348844	-0.0594511532083333	-0.0640499425051993	TRUE	TRUE	1
SNRPB	G1K134	ENSG00000125835	ENST00000381342	ENSMUSG00000027404	6.23075818355606	2.35825789345067	1.33631449139744	1.44301596585443	TRUE	TRUE	1
RRBP1	A0AAA9U0D2	ENSG00000125844	ENST00000377813	ENSMUSG00000027422	2.97819165859989	1.98088295322144	0.381353643644737	0.703794369107507	TRUE	TRUE	1
LOC539166	F6RWG1	ENSG00000125846	ENST00000425686	ENSMUSG00000050954	-7.74497648892045	-5.13042091417871	-0.919693667328358	-0.0867843874519964	TRUE	TRUE	1
FLRT3	F1N0R7	ENSG00000125848	ENST00000341420	ENSMUSG00000051379	-11.1061729063173	-2.06892232769756	0.344902728946429	0.488475444873653	TRUE	TRUE	1
MKKS	E1BNU6	ENSG00000125863	ENST00000347364	ENSMUSG00000027274	4.75783015957423	-1.72954603768404	-1.78759403162687	-1.72954690848818	TRUE	TRUE	1
DSTN	Q5E9D5	ENSG00000125868	ENST00000246069	ENSMUSG00000015932	9.35350717613513	4.88659899519594	1.73858571055128	1.84305243314626	TRUE	TRUE	1
SNRPB2	G5E5Y0	ENSG00000125870	ENST00000246071	ENSMUSG00000008333	4.85446748686213	1.92380251312898	1.31597025392308	1.0357457317056	TRUE	TRUE	1
MGME1	Q1LZC4	ENSG00000125871	ENST00000377710	ENSMUSG00000027424	-2.3467851895019	-2.94720870376891	0.423472995220779	0.0302539614061986	TRUE	TRUE	1
TBC1D20	Q2T9Q1	ENSG00000125875	ENST00000354200	ENSMUSG00000027465	-3.97056535289789	-2.42991512118053	-0.205265380689189	-0.897176130859186	TRUE	TRUE	1
FAM110A	A0AAA9S775	ENSG00000125898	ENST00000381941	ENSMUSG00000049119	-8.17683307671645	-6.90401444986662	0.0786991522112676	-0.191914403609279	TRUE	TRUE	1
NCLN	A0A3Q1NCG7	ENSG00000125912	ENST00000246117	ENSMUSG00000020238	4.69199381206628	3.53508340076092	0.412430709038961	0.677689423229888	TRUE	TRUE	1
CITED1	A0A452DJK8	ENSG00000125931	ENST00000651998	ENSMUSG00000039910	-2.65568697131417	-10.6083672938819	-0.0149044104878049	1.43207566346092	TRUE	TRUE	1
ZNF436	A0AAA9TTN0	ENSG00000125945	ENST00000314011	ENSMUSG00000051351	-10.6463838331608	-7.1490819180868	0.0869451171666667	0.0540773565443274	TRUE	TRUE	1
MAX	A0AAA9S1I4	ENSG00000125952	ENST00000358664	ENSMUSG00000059436	-1.30688331598676	-3.43887434845508	0.507654546402597	0.645574165396123	TRUE	TRUE	1
ID1	A4IF68	ENSG00000125968	ENST00000376112	ENSMUSG00000042745	-13.6228948065246	-10.0552641965885	1.24837772501333	1.27457262822721	TRUE	TRUE	1
RALY	A0AAA9S4Z0	ENSG00000125970	ENST00000246194	ENSMUSG00000027593	7.05246160084704	3.65791130474187	0.836478233038462	0.985029938216743	TRUE	TRUE	1
EIF2S2	Q5E9D0	ENSG00000125977	ENST00000374980	ENSMUSG00000074656	2.39176275743254	0.341711543073308	1.14820214073077	1.1809255503764	TRUE	TRUE	1
ERGIC3	Q5EAE0	ENSG00000125991	ENST00000348547	ENSMUSG00000030304	11.3393631490835	0.447534796299072	0.694903149435898	-0.194524800869417	TRUE	TRUE	1
PLAGL2	F1MFV9	ENSG00000126003	ENST00000246229	ENSMUSG00000051413	-8.42609986365249	-7.93891540272515	-0.730254792070423	-0.402670539345429	TRUE	TRUE	1
KDM5C	F1MYV2	ENSG00000126012	ENST00000375401	ENSMUSG00000025332	2.72333518052861	1.40688928556796	-0.39462953396	0.0244911451620518	TRUE	TRUE	1
TMEM115	A4FUB8	ENSG00000126062	ENST00000266025	ENSMUSG00000010045	-6.2811646899175	-5.42855251100291	0.264596941230769	0.157893261702323	TRUE	TRUE	1
PSMB2	Q5E9K0	ENSG00000126067	ENST00000373237	ENSMUSG00000028837	6.6299748587958804	4.9655374553617	1.64526282070513	1.59099054249377	TRUE	TRUE	1
TMEM53	A0A452DIG8	ENSG00000126106	ENST00000372237	ENSMUSG00000048772	0.924564940286261	1.18278923814704	0.302883252236111	0.322289230975665	TRUE	TRUE	1
HECTD3	F1MJS5	ENSG00000126107	ENST00000372172	ENSMUSG00000046861	3.56240457941873	4.54370264681555	0.09246353108	0.00209166745853433	TRUE	TRUE	1
TUBGCP3	E1BNG7	ENSG00000126216	ENST00000261965	ENSMUSG00000000759	-1.98671825739801	-0.687450763232182	-0.0946150213150685	-0.384308023537498	TRUE	TRUE	1
MCF2L	A0A3Q1MEV2	ENSG00000126217	ENST00000535094	ENSMUSG00000031442	-0.481795946737795	-2.52105655840964	-0.155202164195652	-0.280450885552277	TRUE	TRUE	1
CAPNS1	A0A3Q1M8H9	ENSG00000126247	ENST00000246533	ENSMUSG00000001794	12.2317945886854	7.83355130896099	1.79440991733333	1.58266650954487	TRUE	TRUE	1
RBM42	A0A3Q1M222	ENSG00000126254	ENST00000262633	ENSMUSG00000036733	3.58058452671324	2.40042813933658	0.779138304923077	0.79932359112289	TRUE	TRUE	1
UBA2	A4FV12	ENSG00000126261	ENST00000246548	ENSMUSG00000052997	2.52868425876345	0.853122379027498	0.58048672225641	0.937112505872557	TRUE	TRUE	1
COX6B1	P00429	ENSG00000126267	ENST00000649813	ENSMUSG00000036751	10.6019111926745	7.23718006982892	2.00607060628205	1.95325696086621	TRUE	TRUE	1
THRA	A0A3Q1N8R7	ENSG00000126351	ENST00000450525	ENSMUSG00000021779	2.16950086469354	-1.75687732020679	-1.27396067893939	0.119183263436218	TRUE	TRUE	1
NR1D1	Q08E02	ENSG00000126368	ENST00000246672	ENSMUSG00000021775	-8.73593465091834	-4.24877153025398	0.0393469777123288	-0.140824011754527	TRUE	TRUE	1
FRMD8	A0ABI0NYA5	ENSG00000126391	ENST00000317568	ENSMUSG00000024816	-1.22095995274595	-0.689316290893341	0.247914533263158	0.472076102904855	TRUE	TRUE	1
PRDX5	Q9BGI1	ENSG00000126432	ENST00000265462	ENSMUSG00000024953	10.4523564668743	2.83537374889541	1.27304426646154	0.981447461892216	TRUE	TRUE	1
BCL2L12	A6QPJ9	ENSG00000126453	ENST00000246784	ENSMUSG00000003190	4.74787946244372	0.778537984967896	0.444275272027027	0.0662969342947996	TRUE	TRUE	1
IRF3	A0AAA9SZN1	ENSG00000126456	ENST00000377139	ENSMUSG00000003184	4.11846005402983	-2.10078044886607	0.115123770421053	0.232270148040182	TRUE	TRUE	1
RRAS	Q2TBH2	ENSG00000126458	ENST00000246792	ENSMUSG00000038387	5.78250422332327	4.30857483638241	0.473979064189189	0.705481909818691	TRUE	TRUE	1
SCAF1	F1MEK3	ENSG00000126461	ENST00000360565	ENSMUSG00000038406	-0.103471341216785	-0.585646567681576	0.0504137586973684	-0.0914322070256791	TRUE	TRUE	1
SBDS	Q3SWZ6	ENSG00000126524	ENST00000246868	ENSMUSG00000025337	2.22771585279008	0.421897570652826	0.8406878395	1.0468114164488	TRUE	TRUE	1
STAT5A	Q95115	ENSG00000126561	ENST00000590949	ENSMUSG00000004043	1.87338169512677	0.936482573855302	0.0865588056037736	0.471754865469371	TRUE	TRUE	1
BECN1	Q4A1L4	ENSG00000126581	ENST00000590099	ENSMUSG00000035086	5.263887296534	1.94213910742181	-0.289394406386667	-0.700693656645298	TRUE	TRUE	1
GLIS2	E1BKE4	ENSG00000126603	ENST00000433375	ENSMUSG00000014303	-4.31760532978171	-3.7190269253904	-0.652597400220339	-0.208540587856824	TRUE	TRUE	1
NSRP1	Q2KIC0	ENSG00000126653	ENST00000247026	ENSMUSG00000037958	-4.30400860234528	-6.81990811484756	0.535800049146667	0.454347713655619	TRUE	TRUE	1
AHDC1	E1BE19	ENSG00000126705	ENST00000673934	ENSMUSG00000037692	-8.75021565279422	-6.46876407745299	-0.440576100271429	-0.160861305798827	TRUE	TRUE	1
IFI6	Q6IED8	ENSG00000126709	ENST00000361157	ENSMUSG00000064215	11.3003192029174	7.91464067821884	1.42912691770513	0.992725451638538	TRUE	TRUE	1
ZNF384	A0A3Q1LMJ7	ENSG00000126746	ENST00000683879	ENSMUSG00000038346	-3.38150219181966	-4.24564139333053	-0.00935141029333332	0.00133571547381513	TRUE	TRUE	1
ELK1	F1MT98	ENSG00000126767	ENST00000376983	ENSMUSG00000009406	2.2440797500631	-0.394694983429095	-1.24182346415942	-1.09430559277074	TRUE	TRUE	1
TIMM17B	Q2HJE9	ENSG00000126768	ENST00000696123	ENSMUSG00000031158	10.2945528152945	7.63426541146343	0.834226377116883	0.740051094318361	TRUE	TRUE	1
KTN1	A0AAA9SFW6	ENSG00000126777	ENST00000395314	ENSMUSG00000021843	4.96601986061902	0.515425231203413	-0.108838574974026	0.292905309124547	TRUE	TRUE	1
SIX1	F6Q7X7	ENSG00000126778	ENST00000645694	ENSMUSG00000051367	-12.0279566842707	-7.78774208754131	0.673618780309091	0.800510933750359	TRUE	TRUE	1
L3HYPDH	Q3SX04	ENSG00000126790	ENST00000247194	ENSMUSG00000019718	-4.43662734048862	0.021419102654187	-0.0572758527857143	0.474258890753685	TRUE	TRUE	1
HSPA2	A7E3Q2	ENSG00000126803	ENST00000247207	ENSMUSG00000059970	-3.72045908318397	-1.53778909220343	0.515176808067797	0.628882790131209	TRUE	TRUE	1
ZBTB1	F1MAZ0	ENSG00000126804	ENST00000683701	ENSMUSG00000033454	-4.44124095910799	-8.40057780252159	-0.0531850255066667	0.311372349086227	TRUE	TRUE	1
TRMT5	A0A3Q1M0H3	ENSG00000126814	ENST00000261249	ENSMUSG00000034442	-6.20541052350155	-5.85827469084964	0.394458148546667	0.352143212291904	TRUE	TRUE	1
SGPP1	A0JNA1	ENSG00000126821	ENST00000247225	ENSMUSG00000021054	0.530543247293436	-0.983377282220639	0.675145323216216	0.212677111007484	TRUE	TRUE	1
PLEKHG3	A0A3Q1LPI9	ENSG00000126822	ENST00000247226	ENSMUSG00000052609	-6.32394802547984	-6.27926763894313	-0.680232834279412	-0.0282395883131657	TRUE	TRUE	1
RHOT1	A0A3Q1M503	ENSG00000126858	ENST00000545287	ENSMUSG00000017686	-0.10572460977265	-1.19206962953968	-0.144900434635135	0.144901522014883	TRUE	TRUE	1
AIF1L	A0AAA9U2A1	ENSG00000126878	ENST00000247291	ENSMUSG00000001864	6.38946588053417	3.12989721160482	0.74682612659322	0.979019098502157	TRUE	TRUE	1
NUP214	F1MH31	ENSG00000126883	ENST00000359428	ENSMUSG00000001855	-1.02294000229596	-0.0137685293578406	0.155468601635135	0.321145145325937	TRUE	TRUE	1
SLC10A3	Q0V8N6	ENSG00000126903	ENST00000651600	ENSMUSG00000032806	-2.44613109573083	-1.23899891838917	-0.773794970753425	-0.109553536189991	TRUE	TRUE	1
MAP2K2	Q17QH2	ENSG00000126934	ENST00000262948	ENSMUSG00000004936	6.88143338531327	0.18513485050911	0.142640885961039	0.88821541714816	TRUE	TRUE	1
HNRNPH2	A5D9B4	ENSG00000126945	ENST00000316594	ENSMUSG00000045427	2.21284376459424	3.16989094327586	1.12593606085897	1.05675671466023	TRUE	TRUE	1
ARMCX1	Q17QN5	ENSG00000126947	ENST00000372829	ENSMUSG00000033460	-2.2092580038746	0.865757824170765	0.421315223404255	0.00706407113766221	TRUE	TRUE	1
TIMM8A	Q3ZBS8	ENSG00000126953	ENST00000372902	ENSMUSG00000048007	-3.83374857733914	-1.48104932465815	1.07675242396053	0.983550529180686	TRUE	TRUE	1
ZC4H2	F6QWA1	ENSG00000126970	ENST00000374839	ENSMUSG00000035062	3.50712070427411	1.90462872737163	0.691119422424242	1.06540261392744	TRUE	TRUE	1
CANX	A7Z066	ENSG00000127022	ENST00000247461	ENSMUSG00000020368	9.75847362553112	5.49988332981336	1.6689627058718	1.61846537867654	TRUE	TRUE	1
IPPK	E1BGX9	ENSG00000127080	ENST00000287996	ENSMUSG00000021385	-6.2969817841052	-6.45718984165609	-0.0480455689027778	0.106173273075201	TRUE	TRUE	1
PPCS	A0A3S5ZP75	ENSG00000127125	ENST00000372561	ENSMUSG00000028636	-1.45134900710775	-4.71923889372727	0.433117662194805	0.504673333957939	TRUE	TRUE	1
COX7C	P00430	ENSG00000127184	ENST00000247655	ENSMUSG00000017778	11.5969293398809	6.26374194449755	2.35124127658974	1.98202166362613	TRUE	TRUE	1
TRAF2	A0AAA9SF24	ENSG00000127191	ENST00000247668	ENSMUSG00000021277	-3.55712078743454	-1.44337016317968	0.0676967781866667	-1.31762689798014	TRUE	TRUE	1
ABHD8	Q17QP1	ENSG00000127220	ENST00000247706	ENSMUSG00000007950	-0.29243238650847	4.93491890247817	-0.724393861267606	-1.08752806984207	TRUE	TRUE	1
RAB3IP	Q2KI32	ENSG00000127328	ENST00000247833	ENSMUSG00000024663	2.35714365733876	-0.279467330165249	-0.637447407666667	0.287429177573883	TRUE	TRUE	1
DYRK2	E1BG90	ENSG00000127334	ENST00000344096	ENSMUSG00000028630	-8.78182217129681	-7.11675771157043	-0.971928434785714	-0.866511803219497	TRUE	TRUE	1
YEATS4	Q32LE1	ENSG00000127337	ENST00000247843	ENSMUSG00000020171	-2.76443414847627	-2.71907935988179	0.614884432157895	-0.197024318436765	TRUE	TRUE	1
FGFRL1	F1MQI5	ENSG00000127418	ENST00000510644	ENSMUSG00000008090	1.03203906643892	-0.965745655864046	-0.746425437308823	-0.504963969488363	TRUE	TRUE	1
PIN1	Q5BIN5	ENSG00000127445	ENST00000247970	ENSMUSG00000032171	8.4073656228334	3.451566150784	0.9378470435	0.817707906505584	TRUE	TRUE	1
FBXL12	Q32PG9	ENSG00000127452	ENST00000247977	ENSMUSG00000066892	-5.21608653069497	-1.89074651024974	0.110757773445946	-0.675999154694613	TRUE	TRUE	1
HP1BP3	Q08DU9	ENSG00000127483	ENST00000438032	ENSMUSG00000028759	2.34335136908135	0.713633022026784	0.725412652551282	0.669981552939416	TRUE	TRUE	1
SIN3B	E1BGW5	ENSG00000127511	ENST00000248054	ENSMUSG00000042557	1.65921531962097	-4.66081620343663	-0.0526475655833333	0.281241095764978	TRUE	TRUE	1
SLC35E1	A0AAA9S2L3	ENSG00000127526	ENST00000595753	ENSMUSG00000019731	-0.64539615759548	-0.195557874893239	0.135273386493507	-0.123895324585634	TRUE	TRUE	1
EPS15L1	A0A3Q1MMI6	ENSG00000127527	ENST00000455140	ENSMUSG00000006276	-0.771919207892372	-0.862881879908287	0.45770492381579	0.342190756141169	TRUE	TRUE	1
KLF2	A0A3Q1MEQ4	ENSG00000127528	ENST00000248071	ENSMUSG00000055148	-11.3730268900984	-9.99730534258869	0.807816598835821	1.10354614648278	TRUE	TRUE	1
GFER	E1BF52	ENSG00000127554	ENST00000248114	ENSMUSG00000040888	-2.04491040463445	-2.58649253806351	0.309286367454545	0.230424231485893	TRUE	TRUE	1
SYNGR3	A2VE58	ENSG00000127561	ENST00000248121	ENSMUSG00000007021	-0.704000216250704	0.454001631390728	0.530643946254902	0.906086911965798	TRUE	TRUE	1
PKMYT1	F1MKK7	ENSG00000127564	ENST00000262300	ENSMUSG00000031016	2.6275126087366	-9.53846601349907	0.0949139052608695	0.39659772040067	TRUE	TRUE	1
WDR24	F1MJS7	ENSG00000127580	ENST00000293883	ENSMUSG00000031959	-1.00871285592035	-0.479530974556884	-0.699098045014084	0.213315717502716	TRUE	TRUE	1
FBXL16	A5PKK2	ENSG00000127585	ENST00000397621	ENSMUSG00000025738	3.01264940631027	-0.895696636416601	0.162205041125	-0.248235720859764	TRUE	TRUE	1
SMARCA4	A0AAA9S5X8	ENSG00000127616	ENST00000344626	ENSMUSG00000032187	5.42738531119887	3.18752410154625	0.141057197040541	0.370559760960746	TRUE	TRUE	1
KDM4B	A0A3Q1N3A5	ENSG00000127663	ENST00000159111	ENSMUSG00000024201	-1.35722111480337	-2.88684965440723	0.111144254447368	0.169854734499236	TRUE	TRUE	1
METTL25	E1BDD1	ENSG00000127720	ENST00000248306	ENSMUSG00000004896	-1.70013002602985	-3.42760990113836	-0.222669890647059	-0.666403269488713	TRUE	TRUE	1
TUBA4A	P81948	ENSG00000127824	ENST00000248437	ENSMUSG00000026202	-0.675262143021614	0.168182953540905	0.743510127028571	0.881923409003147	TRUE	TRUE	1
AAMP	Q3SZK1	ENSG00000127837	ENST00000248450	ENSMUSG00000006299	6.91474956650458	3.33806823344355	0.693659381423077	0.755689751087605	TRUE	TRUE	1
TNFRSF19	A0A3Q1N4Q6	ENSG00000127863	ENST00000248484	ENSMUSG00000060548	-2.66154731131601	1.69298538380645	0.668376874240741	0.705060977610296	TRUE	TRUE	1
RNF6	A0A3Q1MHT7	ENSG00000127870	ENST00000381588	ENSMUSG00000029634	-3.22324721318746	-0.255038484633326	-0.181233435635135	-0.0453722017105761	TRUE	TRUE	1
ECHS1	Q58DM8	ENSG00000127884	ENST00000368547	ENSMUSG00000021460	11.9427955430171	1.31874668835895	1.1369589369359001	0.291339197800628	TRUE	TRUE	1
GNG11	Q5E9F0	ENSG00000127920	ENST00000248564	ENSMUSG00000071658	3.77654920629544	4.33292550441504	1.60765616354098	1.40899997998908	TRUE	TRUE	1
SEM1	Q3ZBR6	ENSG00000127922	ENST00000248566	ENSMUSG00000042541	6.04675058946031	9.21025379269813	1.94410303028205	1.68455790156889	TRUE	TRUE	1
HIP1	F1MWF0	ENSG00000127946	ENST00000336926	ENSMUSG00000039959	0.477751678318736	2.96316303528898	0.0189742524202898	0.0233979305083828	TRUE	TRUE	1
PTPN12	A0A3Q1M0B4	ENSG00000127947	ENST00000248594	ENSMUSG00000028771	0.265757030693714	-3.90458627937162	-0.126264289932432	0.0148129708616347	TRUE	TRUE	1
POR	Q3SYT8	ENSG00000127948	ENST00000461988	ENSMUSG00000005514	3.79578156153792	-0.4858019270223	0.58134097125974	0.872000565508939	TRUE	TRUE	1
STYXL1	A0AAA9S892	ENSG00000127952	ENST00000359697	ENSMUSG00000024190	5.69052406970566	-10.3723880261296	0.196779664618421	0.604723367879148	TRUE	TRUE	1
GNAI1	A0AAF6YJV2	ENSG00000127955	ENST00000649796	ENSMUSG00000057614	-3.1780894952823	2.46540159595376	0.805821441449275	0.632380115230247	TRUE	TRUE	1
PEX1	E1BPU3	ENSG00000127980	ENST00000248633	ENSMUSG00000005907	0.646731338882849	0.305123437782799	-0.401434885027778	-0.422383556905744	TRUE	TRUE	1
